CATAID redshift SurfaceDensity CountInCyl AGEDenPar
  300736  0.07934    1.5060    4.1740    1.5550
  300737  0.07906    1.8110    7.4370    2.7710
  300741  0.07807    1.3910    3.1150    3.1280
  300747  0.07891    2.4680    5.3120    2.7230
  300756  0.07838    1.4880    4.0000    2.9630
  300757  0.07864    1.1080    1.0500    2.5010
  300800  0.07153   0.22400    0.0000   0.59400
  300850  0.07590   0.40400    0.0000  0.034000
  300982  0.07144   0.20200    1.0000   0.72100
  301027  0.05909   0.16800    0.0000   0.31400
  301044  0.05930   0.18600    0.0000   0.32500
  301082  0.06835    1.1440    2.1330    1.0030
  301127  0.06424   0.41800    2.0000   0.24900
  301137  0.06596   0.88200    1.0000   0.24900
  301142  0.06824    1.2610    3.0000    1.1650
  301198  0.05230   0.23100    0.0000   0.61100
  301381  0.05967   0.41800    3.0000   0.84700
  301382  0.05946   0.42800    3.0000   0.91000
  301435  0.07670   0.10200    0.0000   -999.90
  301490  0.05275   0.22100    0.0000   0.47000
  301523  0.07169    2.6030    8.0000    3.7520
  301531  0.07819  0.017000    0.0000   -999.90
  301554  0.07102    4.9990    11.000    3.1650
  301555  0.07190    2.9060    11.000    4.7210
  301557  0.07179    6.7320    19.679    5.3280
  301562  0.07470    4.6560    13.464   0.33500
  301572  0.07209    6.3630    12.000    4.5440
  301576  0.07089    6.7580    12.000    2.2840
  301597  0.07438    7.7970    14.500   0.89800
  301598  0.07062    4.2100    13.464    1.7440
  301600  0.07226    15.367    17.607    5.3830
  301599  0.07419    13.113    14.500    1.1030
  301595  0.07253    15.514    17.607    5.2760
  301596  0.07223    18.712    18.643    5.5680
  301604  0.05320   0.41200    2.1250    1.2500
  301601  0.07129    15.502    19.679    3.6840
  301612  0.06992    6.0030    12.000   0.46900
  301613  0.07264    4.1560    8.0000    4.3820
  301614  0.07262    4.0270    7.0000    3.7590
  301609  0.06997    12.444    19.692   0.64300
  301610  0.07305    19.271    23.385    4.2260
  301606  0.07258    10.314    20.923    6.4500
  301607  0.07398    4.3180    13.812    2.0920
  301608  0.07194    4.5450    12.750    5.2040
  301636  0.07069    12.954    22.154    3.1770
  301650  0.06710 0.0040000    0.0000   -999.90
  301664  0.05340   0.40800    3.0000    1.2500
  301674  0.07589   0.82800    2.1250   -999.90
  301689  0.07283    1.0910    2.1430    3.8780
  301694  0.05282   0.43200    3.0000   0.98800
  301713  0.05444   0.33600    3.0000   0.41200
  301757  0.07269    5.2790    7.4670    2.2240
  301761  0.07248    4.8690    7.0000    2.5950
  301762  0.07290    4.9210    7.0000    2.3410
  301763  0.07194    8.6630    8.0000    2.1820
  301760  0.07145    1.9170    6.0000    1.1910
  301764  0.07216    8.0770    7.0000    2.0520
  301765  0.07167    10.427    8.0000    1.7780
  301786  0.07293    4.9680    8.0000    2.4290
  301795  0.07298    2.2120    6.0000    1.5240
  301799  0.05249   0.34200    1.0000   0.24900
  301885  0.05805   0.14600    0.0000   0.53500
  301993  0.07198   0.12700    1.0000   0.51200
  301996  0.05468   0.30700    2.0000   0.60300
  301997  0.05308   0.32500    2.0000   0.51400
  302006  0.07205   0.12900    1.0000   0.53000
  302030  0.07791  0.040000    0.0000   0.11900
  302032  0.07176   0.14500    2.0000   0.61800
  302033  0.05313   0.51100    1.0000   0.67000
  302043  0.07811  0.052000    1.0000   0.36100
  302046  0.07203   0.15600    1.0000   0.63100
  302048  0.05287   0.49100    1.0000   0.51800
  302155  0.05450   0.21100    1.0430   0.43500
  302205  0.05365   0.21000    0.0000   0.42600
  302207  0.07010  0.075000    0.0000  0.024000
  302318  0.07839   0.11900    0.0000   0.21100
  302383  0.07274  0.049000    0.0000  0.038000
  302462  0.07174  0.043000    0.0000   0.13500
  302461  0.07179  0.046000    1.0000   0.33300
  302525  0.05694   0.36800    0.0000    1.0580
  302657  0.05569   0.25000    2.0000   0.52500
  302683  0.05539   0.26800    2.0000   0.36700
  302684  0.05584   0.25200    1.0000   0.26200
  302752  0.07991  0.025000    0.0000  0.031000
  302755  0.05707   0.27700    0.0000   0.47000
  302810  0.05475   0.15000    1.0000  0.020000
  302834  0.07911 0.0040000    0.0000  0.088000
  303050  0.07202  0.056000    0.0000   0.30100
  303123  0.07520    1.4880    0.0000   -999.90
  318822  0.05140   0.22500    0.0000  0.016000
  318901  0.07835   0.13300    1.0000   0.30400
  319018  0.05001   0.22800    1.0670  0.023000
  319035  0.07336  0.042000    0.0000 0.0030000
  319043  0.05119    1.0110    3.0000   0.14000
  319044  0.05248    2.7180    5.0000   0.54700
  319049  0.05438    4.2040    11.000    4.6650
  319059  0.05538    5.0380    7.0000    4.4240
  319057  0.05569    2.8830    7.0000    2.6000
  319060  0.05484    3.7960    11.000    4.1160
  319066  0.05257    5.5990    9.0000   0.82200
  319067  0.05421    5.8460    12.000    4.5180
  319058  0.05520    3.1940    7.0000    3.5340
  319064  0.05656    4.9610    12.000   0.98000
  319091  0.05506    12.032    12.000    4.6780
  319101  0.05579    10.119    13.000    3.7890
  319115  0.05341    10.017    13.000    2.1790
  319116  0.05187    2.3260    6.0000   0.30300
  319151  0.05367    3.8580    17.143    4.0270
  319157  0.05360    2.4680    15.833    3.7880
  319200  0.05592    6.0710    14.875    5.3920
  319215  0.05372    5.0230    12.000    5.1380
  319221  0.05454    3.8620    15.000    8.2120
  319227  0.05620    2.9320    9.6430    4.9320
  319242  0.05526    2.4770    11.733    9.6250
  319255  0.05509    3.0800    9.5290    9.5440
  319293  0.05510    2.5760    7.0000    9.0370
  319295  0.05520    2.7540    13.000    9.2750
  319300  0.05416    3.5130    15.000    6.8300
  319312  0.05563    3.4670    14.000    7.9840
  319332  0.05431    4.5070    17.000    3.9300
  319337  0.05311    4.4490    18.000    5.0280
  319343  0.05158    2.0100    6.0000   0.46900
  319336  0.05450    5.1130    24.000    6.2620
  319370  0.05157    1.8100    6.0000   0.45200
  319373  0.05393    5.8040    27.733    6.3380
  319378  0.05119    5.4880    12.000   0.42800
  319390  0.05786    4.7560    21.429    1.3490
  319392  0.05750    5.3930    20.357    2.4650
  319393  0.05616    7.5440    26.471    8.3660
  319395  0.05501    8.0150    27.733    9.6360
  319388  0.05154    4.6590    13.929   0.48500
  319385  0.05679    5.2640    24.000    6.3150
  319396  0.05694    5.9850    21.333    6.8110
  319397  0.05346    14.855    25.000    6.3390
  319398  0.05546    14.571    27.733    9.6730
  319400  0.05074    10.234    13.714  0.054000
  319402  0.05250    5.6680    9.2310    3.2710
  319404  0.05914    4.7200    11.429   0.36800
  319399  0.07867   0.19100    0.0000   0.50000
  319411  0.05642    8.2170    25.412    8.1760
  319416  0.05164    7.9120    13.867   0.81800
  319431  0.05483    15.854    32.824    9.8230
  319433  0.05411    6.6690    28.800    5.1580
  319435  0.05395    9.7490    28.800    7.8820
  319437  0.05432    7.4880    29.867    4.7160
  319450  0.05570    9.8100    29.250    9.5280
  319457  0.05417    2.5700    19.286    5.3370
  319473  0.07331   0.25600    0.0000   0.67600
  319480  0.06105  0.010000    2.0000 0.0050000
  319481  0.05076    9.4520    15.750   0.30900
  319494  0.05363    2.3780    10.000    6.4580
  319500  0.05525    2.3310    19.286    7.7120
  319497  0.05540    2.1830    5.5560    6.1340
  319498  0.06692   0.30800    2.2220   0.59600
  319514  0.07884   0.60600    1.1110   0.68600
  319523  0.05453    1.7160    5.0000    4.2270
  319525  0.06776   0.31100    1.0000   0.13700
  319526  0.06703   0.36100    1.0000   0.33500
  319541  0.06762   0.43000    2.0000   0.44500
  319548  0.06718   0.36800    2.0000   0.56600
  319556  0.07698   0.82800    3.0000   0.47100
  319601  0.06287  0.012000    0.0000   -999.90
  319606  0.07963   0.83300    2.0000   0.94700
  319633  0.06266  0.011000    0.0000   -999.90
  319659  0.07934    1.0720    2.0670    1.3540
  319681  0.06580   0.21900    0.0000   0.27800
  319723  0.07861   0.50300    2.1330   0.70100
  319732  0.06557   0.11800    0.0000  0.077000
  319845  0.05677   0.30200    2.0000   0.40100
  319853  0.05641   0.23700    2.0000   0.56200
  319854  0.05474   0.22400    1.0000   0.95500
  319912  0.05553   0.30600    2.1330    1.0870
  319928  0.05571   0.31700    2.1430   0.89500
  319996  0.06837  0.059000    2.0000   0.19500
  320064  0.05519   0.22800    1.0000   0.50100
  320154  0.05576   0.17000    0.0000   0.48500
  320158  0.05403   0.21500    0.0000  0.036000
  320299  0.05237  0.096000    1.0000   0.21500
  320307  0.07981  0.067000    0.0000 0.0080000
  320377  0.07944   0.13700    0.0000  0.083000
  320379  0.07870   0.14000    0.0000   0.22400
  320429  0.06734   0.11600    0.0000 0.0060000
  320446  0.07191  0.053000    1.0000   0.42700
  320509  0.07860   0.57800    2.0000   0.86500
  320548  0.07840   0.39800    4.1900   0.99500
  320549  0.07824   0.13800    3.0000   0.66100
  320546  0.07827   0.14600    3.0000   0.67800
  320579  0.07844   0.37000    4.0000   0.94900
  320598  0.05231  0.017000    0.0000  0.011000
  320616  0.05962   0.10300    0.0000  0.017000
  320631  0.06819  0.085000    0.0000   -999.90
  321009  0.07889   0.44500    1.0500   0.88800
  321020  0.07942   0.49600    2.1000    1.1810
  321061  0.07358  0.085000    1.0450   0.27000
  321079  0.07388  0.082000    0.0000  0.057000
  321115  0.06285 0.0080000    0.0000   -999.90
  321157  0.06910   0.24400    0.0000   0.41900
  321165  0.07380   0.10100    0.0000   0.13700
  321173  0.06941   0.12100    0.0000   0.17700
  321174  0.06930   0.27100    1.0000   0.40400
  321223  0.07082   0.11900    0.0000   0.14000
  321251  0.06387  0.055000    0.0000  0.090000
  321330  0.07028  0.015000    0.0000   0.63300
  321483  0.07812   0.20800    0.0000   -999.90
  322775  0.07463    10.903    1.0000   -999.90
  322875  0.07971  0.090000    0.0000   -999.90
  322889  0.07154   0.28700    0.0000   -999.90
  322892  0.07934  0.084000    0.0000   -999.90
  322913  0.07352    1.0310    1.0710    1.1670
  322949  0.05194   0.56400    0.0000   0.73000
  322970  0.05188   0.36100    1.0000   0.70000
  323031  0.07942   0.43300    1.0000   0.43900
  323047  0.07320   0.51800    0.0000   0.72300
  323161  0.05087   0.20600    0.0000   0.92400
  323189  0.07840   0.73200    3.0000    2.0990
  323190  0.07788   0.80400    3.0000    2.5170
  323232  0.06279   0.18400    3.1200   0.66000
  323246  0.06293   0.11300    2.0000   0.46300
  323248  0.06304   0.11200    2.0000   0.50400
  323249  0.06350   0.12300    2.0000   0.37400
  323250  0.07676   0.96000    1.0000    1.2750
  323254  0.06263   0.14900    3.0000   0.59700
  323259  0.05095   0.25400    0.0000   0.81000
  323280  0.06271   0.18500    2.0000   0.69700
  323281  0.07145  0.095000    0.0000   0.26800
  323282  0.07599   0.47200    2.0000   0.60800
  323323  0.06600   0.18800    0.0000  0.032000
  323328  0.05140    1.0220    1.0000    1.5430
  323329  0.05023   0.87800    1.0000   0.30400
  323347  0.06110   0.25000    1.0670   0.27400
  323374  0.06266   0.34900    0.0000   0.27800
  323376  0.07111   0.20400    0.0000   0.55600
  323481  0.07553   0.17100    0.0000   0.17600
  323500  0.06504   0.71500    3.0000   0.25600
  323501  0.06019   0.25900    0.0000   0.12300
  323504  0.06398   0.24100    1.0000  0.042000
  323502  0.06072   0.30500    2.0000   0.34700
  323515  0.07026   0.84300    2.0000   0.42800
  323519  0.05198    1.0210    0.0000   0.90500
  323524  0.06053   0.31100    1.0000   0.48200
  323531  0.05966   0.24900    1.0670   0.23200
  323539  0.06908    1.3230    3.2000    1.0330
  323541  0.06863    1.6160    3.2000   0.75600
  323542  0.06919    1.2440    3.0000   0.66700
  323547  0.05144   0.39600    1.0000   0.74500
  323587  0.07065   0.66100    2.0000   0.30700
  323593  0.06989   0.59300    2.0000   0.62400
  323594  0.07005   0.59100    2.0000   0.62200
  323597  0.06841   0.79400    3.0000   0.79900
  323599  0.06103   0.17400    0.0000   0.26000
  323609  0.07028   0.73900    3.0000   0.92700
  323615  0.06937   0.82100    3.0000   0.49700
  323624  0.06106   0.14500    0.0000   0.20600
  323646  0.07782  0.059000    0.0000   0.15900
  323811  0.07337   0.15200    0.0000   0.29700
  323854  0.05925   0.29400    0.0000   0.63100
  323880  0.05950   0.34100    1.0000    1.0120
  323892  0.05427   0.16100    0.0000   0.17200
  324005  0.07286   0.47100    0.0000   0.68000
  324015  0.07415   0.37900    0.0000   0.23200
  324022  0.07157   0.31900    0.0000    1.4600
  324052  0.05867   0.18400    0.0000   0.31600
  324105  0.05265   0.62900    2.0000   0.44200
  324157  0.05380   0.52800    3.0000   0.82500
  324168  0.07355   0.47400    0.0000   0.66300
  324178  0.05983   0.18100    1.0000   0.26100
  324297  0.07288   0.29200    0.0000   0.96100
  324312  0.07293   0.26000    0.0000   0.80500
  324325  0.07287   0.19300    0.0000   0.51100
  324323  0.05418   0.20100    0.0000   0.31400
  324340  0.05822    1.0420    3.0000    1.9790
  324349  0.05818   0.42800    1.0000    1.2170
  324345  0.07218   0.16000    0.0000   0.70400
  324351  0.05836   0.50100    1.0620    1.4020
  324393  0.05811   0.52300    2.0000    1.6170
  324500  0.05475   0.21000    1.0000   0.17700
  324762  0.05725   0.23800    1.0000   0.78800
  324797  0.07834   0.19700    0.0000   0.38600
  324845  0.07825   0.12900    1.0000   0.32900
  324877  0.07883   0.37700    2.0000   0.21200
  324890  0.07765  0.098000    1.0000   0.16900
  324900  0.07762   0.10700    2.0000   0.40500
  324963  0.05993   0.24900    1.0000   -999.90
  324992  0.05618   0.53800    2.0000    1.4690
  325007  0.05649   0.59300    1.0000    1.1970
  325008  0.05633   0.64200    2.0000    1.4130
  325127  0.06013  0.086000    0.0000  0.089000
  325261  0.05524   0.14100    0.0000   0.15800
  325337  0.05745   0.13000    1.0000   0.18800
  325336  0.06041   0.12000    1.0000   0.19900
  325332  0.05734   0.15600    1.0000   0.18800
  325362  0.07220  0.010000    0.0000   0.11200
  325367  0.07221  0.011000    0.0000   0.10900
  325409  0.05411  0.042000    0.0000  0.079000
  325417  0.05587   0.21200    0.0000  0.030000
  325508  0.05766   0.24700    1.0000   -999.90
  325512  0.07140   0.58100    1.0000   -999.90
  325511  0.07139   0.54500    0.0000   -999.90
  325513  0.05594   0.94600    2.0000   -999.90
  325536  0.05176    84.686    1.0000   -999.90
  325545  0.05753    26.262    1.0000   -999.90
  341431  0.06913   0.21800    0.0000   -999.90
  341708  0.05422  0.046000    1.0670   0.77300
  341719  0.05346  0.051000    2.0000   0.49000
  341766  0.05218   0.38100    1.0000   0.18800
  341787  0.05454   0.47400    1.0000    1.4710
  341805  0.05659   0.48900    0.0000   0.54600
  341931  0.05169    3.2650    5.0000   0.65200
  341932  0.05148    1.3770    4.0000   0.17100
  341966  0.05280    2.3750    9.0000    3.0970
  341990  0.05579    1.6020    4.2000    5.2410
  341993  0.07031  0.032000    0.0000   0.10200
  342019  0.05239    2.0490    7.0000    2.7280
  342025  0.05560    1.9900    7.4370    6.6110
  342021  0.05295    3.0000    11.000    4.1200
  342022  0.06052   0.29700    0.0000  0.048000
  342023  0.05584    1.8540    7.0000    6.1540
  342026  0.05530    3.5420    11.000    8.1420
  342059  0.05315    2.6220    10.000    3.7190
  342062  0.06038   0.43700    0.0000  0.072000
  342073  0.05235    2.8620    19.286    3.4590
  342074  0.05175    3.0650    15.000    1.0410
  342110  0.05566    4.0640    13.867    6.9270
  342111  0.07344   0.54600    0.0000    1.0870
  342112  0.05288    5.2640    21.333    4.1940
  342114  0.05600    4.3280    14.857    6.6430
  342115  0.05591    5.9810    13.714    7.7760
  342124  0.05724    4.6530    12.571    2.9340
  342122  0.07684   0.20400    0.0000   0.21100
  342123  0.05782    6.0210    15.000    1.2100
  342116  0.05654    6.4500    21.714    6.1660
  342117  0.05691    4.2100    18.000    4.1390
  342120  0.05358    7.0030    26.000    7.1120
  342121  0.05700    5.7110    15.000    4.3470
  342130  0.05738    5.9000    16.071    2.7870
  342149  0.05424    3.5670    13.929    3.9500
  342147  0.05366    3.7690    17.231    7.1600
  342152  0.05368    9.3520    21.111    6.9510
  342150  0.05842    2.4520    6.4000   0.26500
  342154  0.05666    6.3720    15.833    4.5000
  342160  0.05514    4.8280    14.875    5.3840
  342162  0.07345    1.8000    5.2780    1.3700
  342166  0.05697    8.0870    17.231    5.2380
  342186  0.05372    3.9640    9.0000    5.8850
  342189  0.07298    1.1670    4.2350    1.1240
  342193  0.05336    4.5720    15.882    5.4690
  342201  0.05640    2.0090    5.0000    2.5860
  342199  0.07305    1.5760    4.0000    1.0680
  342202  0.07247    1.4950    4.0000   0.41800
  342228  0.05753    1.6270    5.0000    1.2750
  342231  0.06707   0.17900    0.0000   0.26000
  342238  0.05415    1.4880    3.2000    3.9350
  342233  0.05245    1.0480    2.0000    1.1640
  342271  0.05411   0.85700    2.0000    2.1150
  342304  0.07897   0.37300    0.0000   0.51000
  342303  0.05529   0.61800    1.0000    2.0130
  342333  0.07904   0.90100    1.0370   0.96100
  342338  0.06149  0.031000    0.0000   -999.90
  342477  0.05730    1.4290    3.2140   0.98800
  342496  0.05486    1.2700    2.2110    1.7720
  342558  0.06660  0.020000    0.0000 0.0050000
  342579  0.05561   0.54900    0.0000   0.90600
  342779  0.06560   0.10600    1.0000   0.36900
  342781  0.07875  0.012000    0.0000   -999.90
  342777  0.05625  0.028000    1.0000   0.18700
  342792  0.06548  0.019000    0.0000   0.19600
  342801  0.06525  0.030000    1.0670   0.38500
  342820  0.05545  0.025000    1.0360   0.33500
  342867  0.07168  0.019000    0.0000  0.090000
  342875  0.06638  0.020000    0.0000   0.15800
  343024  0.07143  0.019000    0.0000   0.12600
  343044  0.07811   0.34300    0.0000   0.44200
  343045  0.07773   0.22100    1.0710   0.64000
  343075  0.07596   0.51200    1.0560 0.0040000
  343074  0.05815  0.027000    0.0000   0.10200
  343077  0.06620   0.11500    0.0000   0.35400
  343079  0.06638   0.28100    1.0000   0.48700
  343081  0.07838   0.43000    1.0000   0.77100
  343083  0.05805  0.021000    0.0000  0.057000
  343084  0.07635   0.32300    1.0000  0.049000
  343117  0.05849  0.026000    0.0000   0.22200
  343121  0.06216  0.029000    2.0770   0.30900
  343118  0.06267   0.20500    1.0380  0.058000
  343135  0.06223  0.022000    1.0380   0.31700
  343156  0.06071   0.29700    2.0770 0.0090000
  343173  0.06395   0.43100    1.0000   0.20800
  343242  0.05156  0.031000    0.0000  0.035000
  343380  0.06687  0.020000    0.0000 0.0060000
  343397  0.07817  0.087000    0.0000   0.13700
  343541  0.06833  0.096000    2.0000   0.38800
  343566  0.07778    1.2250    4.0000   0.13900
  343573  0.06086  0.018000    1.0000  0.017000
  343575  0.07834    2.2040    5.0000   0.49100
  343591  0.07955   0.56500    0.0000   0.60900
  343636  0.06893   0.12700    3.0000   0.40400
  343638  0.06891   0.12400    3.0000   0.39900
  343637  0.06938  0.096000    2.0000   0.29000
  343640  0.06830  0.094000    2.0000  0.079000
  343639  0.06971  0.095000    2.0000   0.25800
  343658  0.06340  0.022000    0.0000  0.061000
  343675  0.07434  0.066000    0.0000  0.092000
  343680  0.07944   0.10300    0.0000   0.33000
  343915  0.06432  0.025000    0.0000  0.054000
  344001  0.07946  0.070000    0.0000   -999.90
  344005  0.05068   0.37400    0.0000   -999.90
  344019  0.05656   0.24400    0.0000   -999.90
  344047  0.05071   0.70100    0.0000   -999.90
  345442  0.07369    1.4830    4.0000    1.8780
  345479  0.07471    2.5790    6.0000    1.3110
  345491  0.06071  0.037000    0.0000   0.39500
  345505  0.07413    1.2660    3.0000    2.5400
  345526  0.07436   0.98200    4.0000    1.8190
  345538  0.07373    2.5920    7.0000    2.3290
  345572  0.07461    1.8110    5.0000    1.8240
  345582  0.07522    4.4410    6.0000   0.77600
  345605  0.07391   -999.90   -999.90   -999.90
  345622  0.07457   0.35500    0.0000    1.0800
  345649  0.07461   0.45900    1.0530    1.0020
  345659  0.07887   0.20200    0.0000   0.53500
  345653  0.07481   0.36700    1.0560    1.1240
  345678  0.06750  0.014000    0.0000  0.023000
  345721  0.06680  0.012000    0.0000   -999.90
  345725  0.07834   0.72100    0.0000    2.0290
  345755  0.07828    1.5020    4.0000    2.7520
  345756  0.07744    3.8030    9.0000    2.5200
  345758  0.07785    1.5440    4.0000    3.3840
  345761  0.07897    5.1900    9.0000    3.7200
  345765  0.07923    3.5550    9.0000    2.4910
  345767  0.07889    4.9070    9.0000    3.7550
  345766  0.07903    1.9690    5.0000    2.8190
  345770  0.07788    3.6760    6.0000    3.8960
  345779  0.07837    4.3680    9.0000    3.7400
  345777  0.07875    6.2530    11.000    4.1670
  345778  0.07510   0.85100    4.0000   0.51100
  345785  0.07940    1.8370    6.0000    1.9400
  345791  0.07879    3.7850    6.0000    3.4600
  345800  0.07939    5.4940    9.0000    2.5860
  345798  0.07969    7.2400    9.0000    1.9350
  345803  0.07848    8.3410    11.000    4.5810
  345804  0.07984    9.1360    10.000    1.4580
  345815  0.07840    3.8050    11.000    4.8380
  345820  0.05197   0.66800    2.2310    1.6870
  345823  0.07698    3.1130    13.000    2.8710
  345836  0.07861    2.5640    12.269    5.1180
  345848  0.07645    1.6460    6.0000    3.4800
  345852  0.07959    2.7080    7.4670    1.5250
  345856  0.05140    1.0100    1.0420    2.1150
  345855  0.07310   0.49100    0.0000 0.0070000
  345865  0.07952    4.3990    8.0000    1.8830
  345870  0.07564    1.1810    3.0000    1.1180
  345874  0.07963    3.1980    8.5330    1.9210
  345872  0.07781    1.5520    4.0000    1.8250
  345876  0.07901    3.0930    5.2080    2.7580
  345882  0.07740    2.8600    7.0000    1.9030
  345885  0.07653    1.6130    4.1900    3.2090
  345900  0.07693   0.90700    1.0000    2.3760
  345904  0.07772    1.8380    5.2380    1.7820
  345908  0.05202    1.2270    0.0000    1.5740
  345928  0.06197   0.71900    2.0710   0.42200
  345929  0.06066   0.46500    2.0000   0.64100
  345933  0.06053   0.74100    4.1430   0.57700
  345938  0.07274   0.22800    0.0000   -999.90
  345941  0.05259    4.9200    7.0000   0.70800
  345940  0.06202   0.51700    2.0000   0.38200
  345947  0.05146    6.2380    7.0000    1.7990
  345976  0.05482   0.33600    3.1070   -999.90
  346006  0.06033   0.75800    1.0360   0.60900
  346005  0.06079   0.88600    2.0000   0.91600
  346147  0.06999   0.58400    1.0000   0.51400
  346195  0.07666   0.13700    1.0000  0.091000
  346199  0.07015   0.26300    0.0000   0.46000
  346213  0.07363   0.16200    1.0740   0.15100
  346215  0.07612   0.17700    1.0000   -999.90
  346316  0.07561   0.22700    1.0000  0.079000
  346317  0.05423  0.020000    0.0000  0.036000
  346322  0.07761  0.070000    0.0000   0.18500
  346320  0.07566   0.23200    0.0000  0.073000
  346441  0.07346   0.19400    0.0000   0.20700
  346442  0.05953   0.17200    1.0000   0.75000
  346475  0.05232   0.17500    1.0000   0.28200
  346485  0.07734  0.015000    1.0000   0.19300
  346527  0.07713  0.014000    0.0000   0.11900
  346623  0.07207   0.16900    0.0000   0.72600
  346624  0.07313   0.17600    1.0000   0.32900
  346621  0.05303   0.21600    1.0000   0.35800
  346718  0.05822   0.54600    2.0000   0.74900
  346752  0.05753   0.63600    1.0000   0.80200
  346751  0.05866   0.64300    2.0000    1.0080
  346768  0.05823   0.55400    2.0000   0.75700
  346769  0.07288   0.13400    0.0000   0.63400
  346773  0.07278   0.11500    0.0000   0.68200
  346783  0.05879   0.64300    2.0000   0.98700
  346793  0.05727   0.79000    2.0000   0.60400
  346798  0.05358   0.17200    1.0000   0.47700
  346812  0.05751   0.75400    2.0000    1.1180
  346842  0.05881    2.3600    6.2070    1.0320
  346861  0.05640    4.9740    10.000  0.069000
  346862  0.05635    4.9280    10.000  0.061000
  346867  0.05990    2.8350    6.0000   0.65600
  346865  0.05936    2.7030    7.2410    1.2560
  346872  0.05424  0.034000    1.0000   0.20500
  346886  0.05793    10.686    9.0000    2.0410
  346887  0.05804    7.4150    9.0000    1.8210
  346888  0.05787    6.3870    9.0000    1.7280
  346890  0.05934    5.6830    8.0000   0.95800
  346905  0.05824    10.168    9.0000    2.0480
  346906  0.05853    9.4300    9.0000    1.8740
  346916  0.05893    8.8560    9.0000    1.6500
  346922  0.05873    5.8340    9.0000    1.7490
  346925  0.05841    6.4940    10.000    1.9230
  346933  0.05691    15.169    8.0000   0.28900
  346998  0.05754   0.91000    1.0450    1.3930
  347030  0.05805   0.40500    0.0000    1.1970
  347091  0.05290   0.22000    2.0710   0.50300
  347096  0.05860  0.032000    0.0000   0.33500
  347305  0.05873   0.91400    0.0000  0.023000
  347306  0.05919   0.21600    0.0000  0.018000
  347387  0.05580   0.68300    2.0000    1.5250
  347403  0.05701    1.0290    3.0000   0.98200
  347432  0.05588    1.0010    2.0000    1.3800
  347449  0.05568    1.4100    4.0000    1.4410
  347450  0.07235  0.022000    0.0000  0.038000
  347471  0.05611    1.1750    3.0000    1.4120
  347470  0.05665    1.0170    3.0000    1.3060
  347498  0.05578    1.5650    4.0000    1.3720
  347504  0.05571    1.5890    4.6150    1.5120
  347522  0.05705   0.61700    0.0000   0.83200
  347542  0.05669   0.74100    1.0000    1.5330
  347571  0.05767   0.74900    2.0000   0.27300
  347708  0.05659   0.20700    0.0000   0.49500
  347852  0.07266  0.019000    0.0000   -999.90
  347855  0.05557   0.17700    0.0000   0.17000
  347856  0.05573   0.17600    0.0000   0.16700
  347870  0.07230  0.021000    0.0000 0.0030000
  347872  0.05563  0.034000    0.0000   0.17000
  347875  0.07988  0.020000    0.0000  0.014000
  347876  0.05173  0.035000    0.0000  0.047000
  347964  0.05774   0.61200    1.0000   0.47700
  348009  0.05771   0.31500    0.0000   0.44600
  348147  0.06128  0.047000    0.0000   -999.90
  348149  0.05771  0.072000    2.0000   0.55000
  348158  0.05108  0.064000    1.0000   0.14900
  348168  0.05089   0.10200    0.0000   -999.90
  348166  0.05795  0.079000    2.0000   0.55800
  348254  0.07768   0.49700    0.0000   -999.90
  361619  0.07874   0.17900    0.0000   -999.90
  361628  0.07756   0.40400    0.0000   -999.90
  361652  0.07565   0.48000    1.0000   -999.90
  361653  0.07611   0.31200    1.0620   -999.90
  361726  0.07897   0.13000    1.0000   -999.90
  361758  0.07766   0.19700    0.0000   -999.90
  361812  0.05373   0.31100    0.0000   -999.90
  361837  0.05350   0.41200    0.0000   -999.90
  361974  0.07001   0.13400    1.0000   -999.90
  362029  0.07008   0.11300    0.0000   -999.90
  362106  0.07383   0.19100    0.0000   -999.90
  362108  0.07013   0.14300    0.0000   -999.90
  362133  0.07661   0.24100    2.1050   -999.90
  362129  0.07769   0.44000    1.0000   0.41900
  362172  0.05642   0.30300    0.0000   -999.90
  362190  0.07624   0.21400    3.2140   -999.90
  362196  0.07703   0.20600    2.0000   -999.90
  362212  0.07724   0.22500    4.2860   -999.90
  362215  0.05619   0.23600    0.0000   -999.90
  362278  0.07417   0.67900    2.0000   -999.90
  362282  0.05534   0.21400    2.0000   -999.90
  362311  0.07854   0.15000    1.0670   -999.90
  362315  0.05623    1.1600    3.2140   -999.90
  362327  0.05641   0.43700    1.0000   -999.90
  362328  0.05654   0.26000    1.0670   -999.90
  362340  0.05528   0.18800    0.0000   -999.90
  362339  0.07869   0.14500    1.0380   -999.90
  362355  0.05462   0.31700    1.0380   -999.90
  362356  0.05730   0.19000    1.0000   -999.90
  362361  0.07431   0.14600    0.0000   -999.90
  362368  0.05193   0.17500    0.0000   -999.90
  362369  0.05187   0.17500    0.0000   -999.90
  362396  0.07904   0.17900    1.0000   -999.90
  362416  0.05388   0.19800    0.0000   -999.90
  362438  0.05600   0.35200    0.0000   -999.90
  362496  0.06561   0.19400    0.0000   -999.90
  362497  0.06305   0.19700    1.0000   -999.90
  362539  0.05198   0.23000    0.0000   -999.90
  362537  0.07609  0.093000    0.0000   -999.90
  362556  0.05214   0.12500    2.1430   -999.90
  362571  0.05208   0.25300    0.0000   -999.90
