CATAID redshift SurfaceDensity CountInCyl AGEDenPar
  509511  0.07716   0.22700    2.0770   0.78900
  885316  0.07312  0.041000    0.0000  0.096000
  885331  0.05796  0.076000    0.0000   0.41300
  509724  0.05460  0.084000    1.0000   -999.90
  509759  0.07542  0.052000    0.0000  0.065000
  509781  0.07265  0.032000    0.0000  0.025000
  509802  0.07543   0.33200    0.0000  0.087000
  509874  0.07663   0.12700    3.1430   -999.90
  509875  0.07539   0.12800    4.1900   -999.90
  509885  0.07813   0.12500    3.3000   -999.90
  509881  0.07584   0.11100    3.3000   -999.90
  509882  0.07904   0.10700    4.4000   -999.90
  509890  0.07694   0.23900    4.0000   -999.90
  509903  0.07622   0.15100    4.1900   -999.90
  509910  0.07706   0.30100    4.0000   -999.90
  509912  0.07621   0.11600    4.1900   -999.90
  511456  0.05010    2.2590    5.2270   0.92100
  511473  0.05061    1.1610    3.1500    1.5280
  511616  0.07612  0.014000    0.0000  0.089000
  511617  0.07597  0.015000    0.0000   0.10700
  511792  0.05089  0.037000    1.0000   0.13500
  511850  0.07508   0.12800    0.0000   0.15500
  511864  0.05641    1.3800    3.1760    2.8560
  511867  0.05591    2.7280    5.0000    2.7400
  511885  0.05554    3.3030    8.5710    2.7250
  511890  0.05635    1.8280    6.0000    3.2010
  511894  0.05698    2.0210    5.5260    1.1450
  511892  0.05610    1.5660    4.0000    3.2160
  511911  0.05588    1.6770    5.0000    3.2990
  511935  0.05415   0.82600    2.0000   0.66800
  512058  0.06136  0.024000    0.0000   0.17400
  512099  0.07369   0.13900    0.0000   0.50400
  512126  0.05531   0.32400    0.0000    1.0600
  512135  0.07350   0.12500    1.0000   0.67700
  512151  0.07414   0.10100    2.0740   0.33200
  512191  0.07312   0.11400    2.0690   0.59200
  512197  0.05556   0.40200    1.0380   0.82400
  512218  0.07398   0.11300    2.0690   0.34700
  512321  0.07338   0.20300    1.0000   0.58100
  512347  0.07315   0.20300    1.0000   0.63600
  512380  0.05732   0.46500    1.0000    1.3310
  512419  0.05756   0.87300    3.0000    1.1560
  512437  0.05596    1.3770    3.2000   0.54100
  512499  0.05790   0.60100    1.0000   0.50100
  512552  0.07303   0.28300    1.0000   0.91700
  512555  0.07294   0.34700    2.0000    1.1140
  512557  0.07312   0.29900    1.0000   0.91400
  512581  0.05158   0.20800    1.0000   0.54000
  512629  0.05171   0.19600    0.0000   0.47900
  512660  0.07273   0.68800    1.0370    1.1890
  512709  0.07252   0.31400    2.0000   0.94900
  512834  0.05754  0.022000    0.0000   0.19800
  513145  0.07745  0.092000    0.0000   0.43300
  513164  0.07816   0.12600    1.0000   0.20800
  513249  0.07267  0.017000    0.0000 0.0060000
  514024  0.07829   0.30200    1.0000   0.69500
  514028  0.05105    3.9730    7.0000    1.4920
  514029  0.05064    3.5450    6.0000    1.2790
  514030  0.07718   0.41100    0.0000   0.35700
 3852079  0.05377   0.37800    6.0000   -999.90
 3852126  0.05249    2.4560    5.5000   -999.90
 3852184  0.05424    1.3920    4.2500   -999.90
 3852235  0.05502    7.1190    6.4440   -999.90
 3852249  0.05354    2.3590    5.3700   -999.90
 3852250  0.05317    2.2580    5.3700   -999.90
 3852267  0.05371    3.5340    6.4440   -999.90
 3852317  0.07283   0.30300    0.0000   -999.90
 3852362  0.05500    8.1470    6.4440   -999.90
 3852438  0.05446    2.8610    5.3120   -999.90
 3852444  0.05371    7.2300    6.4440   -999.90
 3852451  0.05486    7.7250    6.4440   -999.90
 3853626  0.05075    1.6330    5.0000   -999.90
 3853681  0.06607   0.23000    0.0000   -999.90
 3854006  0.05138   0.82600    0.0000   -999.90
 3855610  0.05017   0.45500    1.0000   -999.90
 3855711  0.05013   0.79000    1.0000   -999.90
 3855756  0.05002   0.40700    1.0000   -999.90
 3856030  0.05060   0.33400    3.0000   -999.90
 3856645  0.07552   0.12300    0.0000   -999.90
 3857035  0.05720   0.63100    0.0000   -999.90
 3857878  0.05720    1.6640    0.0000   -999.90
 3858485  0.05441   0.33300    1.0000   -999.90
 3858811  0.05733   0.43000    1.0000   -999.90
 3859466  0.07930   0.28400    0.0000   -999.90
 3859993  0.07818   0.28200    2.1250   -999.90
 3859994  0.07903   0.29100    3.1870   -999.90
 3859996  0.07795   0.29800    2.1250   -999.90
 3860092  0.07892   0.31500    2.1250   -999.90
 3860221  0.06021   0.37200    0.0000   -999.90
 3860784  0.07868   0.20500    0.0000   -999.90
 3860789  0.07178   0.55000    0.0000   -999.90
 3861126  0.06053    3.6140    0.0000   -999.90
 3861341  0.07766    24.290    0.0000   -999.90
 3861384  0.06942   0.98900    0.0000   -999.90
 3861605  0.07209   0.28600    0.0000   -999.90
 3861748  0.06052    3.1050    0.0000   -999.90
 3861805  0.05476    2.0210    0.0000   -999.90
 3861920  0.06035    4.0850    0.0000   -999.90
 3862127  0.06448    1.2260    0.0000   -999.90
 3863034  0.05493    10.904    0.0000   -999.90
 3864929  0.05751    1.1760    0.0000   -999.90
 3866639  0.07999   0.87800    0.0000   -999.90
 3866790  0.07861   -999.90   -999.90   -999.90
 3866852  0.05474    22.267    0.0000   -999.90
 3866895  0.05472    3.9350    0.0000   -999.90
 3866906  0.07080    2.1920    0.0000   -999.90
 3867448  0.07131   -999.90   -999.90   -999.90
 3867449  0.07139   -999.90   -999.90   -999.90
 3868014  0.07497    8.1920    0.0000   -999.90
 3868117  0.05604    2.9790    0.0000   -999.90
 3868164  0.07011    1.9800    0.0000   -999.90
 3868255  0.07764    60.310    0.0000   -999.90
 3868503  0.07203    22.867    0.0000   -999.90
 3868535  0.07159    3.8050    1.0000   -999.90
 3869125  0.07494    4.1160    1.0000   -999.90
 3869860  0.05668    61.811    7.0000   -999.90
 3870094  0.06346    6.8780    0.0000   -999.90
 3870332  0.05596    14.261    5.0000   -999.90
 3871212  0.07358    153.51    0.0000   -999.90
 3873785  0.05459   0.34000    1.0000   -999.90
 3873996  0.05197    2.0700    6.0710   -999.90
 3874231  0.05371    1.0230    3.0000    1.4050
 3874371  0.05840  0.054000    0.0000  0.099000
 3874377  0.05371    2.1350    6.2400    1.7850
 3874531  0.05162    1.9450    8.3200    1.1220
 3874873  0.05098    5.5760    7.4670    1.6840
 3874874  0.05051    6.1810    8.5710    1.4990
 3874883  0.05024    10.752    7.5000   0.80600
 3875030  0.05089    8.9250    9.6430    2.0240
 3875055  0.05203    16.632    8.5710    1.0930
 3875271  0.05351    1.9970    6.0000    1.4690
 3875645  0.05107    1.9440    9.0000    1.6680
 3877374  0.07731  0.023000    0.0000   -999.90
 3877379  0.07620  0.021000    0.0000  0.018000
 3878023  0.06064  0.034000    0.0000  0.065000
 3878036  0.06083  0.038000    0.0000  0.099000
 3878334  0.07078  0.024000    0.0000   0.25900
 3878902  0.07877  0.026000    1.0000   0.33200
 3878904  0.07870  0.025000    1.0000   0.33300
 3879044  0.05864  0.038000    1.0000  0.018000
 3879735  0.05755  0.041000    0.0000   0.11100
 3879772  0.07872  0.031000    1.0000   0.42400
 3879988  0.07877  0.030000    0.0000   0.19900
 3880094  0.07860  0.027000    1.0000   0.41300
 3881016  0.07163  0.048000    1.0000  0.013000
 3881366  0.07977   0.19200    0.0000   0.24000
 3881821  0.06932  0.062000    0.0000   0.21200
 3881822  0.06957  0.062000    0.0000   0.19000
 3881871  0.06087  0.045000    0.0000   0.42000
 3882265  0.06069  0.058000    0.0000   0.48300
 3882751  0.06077  0.049000    0.0000   0.67600
 3882866  0.07137   0.19400    1.0000   0.50000
 3882952  0.07111   0.21300    1.0000   0.51100
 3883106  0.06069  0.056000    1.0000   0.64300
 3883153  0.06053   0.48900    1.0420   0.61000
 3886754  0.07096  0.043000    0.0000   0.61300
 3886914  0.07128  0.074000    1.0340   0.49400
 3886917  0.07125  0.086000    1.0340   -999.90
 3886940  0.07861  0.035000    0.0000   0.10800
 3887046  0.07126  0.071000    2.0690   0.71500
 3887131  0.05584   0.13100    0.0000   -999.90
 3887355  0.07098  0.042000    0.0000   0.48800
 3887701  0.07981  0.081000    0.0000   -999.90
 3888443  0.06048  0.061000    0.0000 0.0030000
 3888514  0.07067  0.056000    0.0000   0.13900
 3888673  0.07137  0.047000    0.0000   0.29100
 3888692  0.05478   0.13900    1.0340   -999.90
 3888924  0.05640  0.091000    1.0000   -999.90
 3889211  0.07079  0.098000    0.0000   -999.90
 3889212  0.07806  0.078000    0.0000  0.078000
 3889363  0.07788  0.078000    0.0000  0.049000
 3889811  0.07002   0.10600    1.0670   -999.90
 3889900  0.05520   0.22100    0.0000   -999.90
 3890008  0.07013   0.47600    1.0000   0.57700
 3890271  0.06189  0.071000    0.0000   -999.90
 3890460  0.07179    1.3010    3.1250   0.64900
 3890537  0.07078   0.90900    1.0420   -999.90
 3890561  0.06999    2.7760    7.4830   0.59400
 3890565  0.05598    7.2910    8.3330   -999.90
 3890632  0.07062    6.1320    5.6670   0.75900
 3890636  0.07202    5.2220    5.6670   0.67800
 3890637  0.07048    9.1280    6.8000    1.1020
 3890658  0.05663    3.9410    8.0000   -999.90
 3890660  0.06994    10.583    7.0000   0.53600
 3890676  0.07246    3.1370    5.0000   -999.90
 3890681  0.07290    5.2020    5.6670   0.34200
 3890718  0.05703    2.3540    8.0000   -999.90
 3890754  0.06928    4.9670    5.2170   0.10800
 3890803  0.07061    4.3060    7.2590    1.0460
 3891081  0.05522    1.3660    3.1670   -999.90
 3891082  0.05522    1.4520    4.2220   -999.90
 3891116  0.05472    1.2450    1.0560   -999.90
 3891223  0.07485  0.089000    0.0000   -999.90
 3891444  0.05497   0.22400    2.0740   -999.90
 3891693  0.05633   0.10700    0.0000   -999.90
 3891831  0.07049   0.12300    0.0000   -999.90
 3892187  0.05446   0.17100    0.0000   -999.90
 3892283  0.05554   0.27500    0.0000   -999.90
 3895503  0.05892  0.069000    0.0000  0.048000
 3895823  0.05194   0.95500    2.0800    1.6950
 3895890  0.05362    1.2020    3.0000    1.3770
 3896046  0.05154    1.6460    5.0000    1.8790
 3896188  0.05084    1.0850    3.1250    1.0730
 3896847  0.07779  0.093000    0.0000   0.16500
 3897281  0.05790  0.013000    0.0000   0.19300
 3898847  0.05803  0.017000    1.0000   0.32400
 3899052  0.07924   0.16500    0.0000   0.30400
 3899427  0.07968   0.17300    0.0000   0.20600
 3899677  0.07888   0.15300    0.0000   0.23300
 3900050  0.07054   0.25600    1.0480   0.45400
 3900151  0.07095   0.10800    0.0000   0.30000
 3900292  0.06996   0.24700    1.0480   0.10500
 3900376  0.05881  0.015000    0.0000  0.014000
 3900593  0.07854   0.11300    0.0000   0.40100
 3901441  0.05778  0.015000    0.0000   0.14000
 3902649  0.07288  0.086000    0.0000  0.017000
 3902882  0.06028  0.019000    1.0000   0.24100
 3902911  0.07233  0.072000    0.0000 0.0080000
 3903125  0.06208  0.091000    0.0000   0.23000
 3903851  0.07210   0.31300    1.0000   0.47400
 3903919  0.07060   0.24700    0.0000   0.24800
 3904341  0.07765  0.083000    2.1180   0.45900
 3904345  0.07797  0.086000    2.1180   0.47300
 3904357  0.07781  0.083000    2.1180   0.47700
 3904474  0.07804   0.12600    3.1760   0.67100
 3904627  0.07177    4.3270    6.0000    1.3730
 3904657  0.05110  0.031000    0.0000   -999.90
 3904717  0.05115  0.027000    0.0000 0.0020000
 3904828  0.06089   0.18700    0.0000   0.58500
 3904913  0.07161    3.2850    7.0000    1.6270
 3905091  0.06052   0.40500    2.0000   0.65800
 3905741  0.05408  0.020000    0.0000   0.27400
 3907568  0.07802  0.012000    0.0000 0.0050000
 3908013  0.05652  0.025000    0.0000   -999.90
 3908057  0.05634  0.025000    1.0000   0.19300
 3908288  0.05985  0.022000    1.0000  0.088000
 3908642  0.07162   0.13400    0.0000   0.24200
 3908752  0.07184   0.16100    1.0000   0.39100
 3908993  0.07329   0.14100    1.0400   -999.90
 3910115  0.07230   0.13600    0.0000  0.096000
 3910680  0.07705  0.019000    0.0000  0.094000
 3911242  0.07663  0.084000    1.0000   0.22600
 3911245  0.07133   0.12900    0.0000   0.30200
 3911254  0.06679  0.025000    0.0000 0.0030000
 3911312  0.07058   0.16700    1.0330   0.32700
 3911466  0.05531   0.59600    1.0330   0.74600
 3911507  0.05659   0.81000    1.0000    1.8390
 3911543  0.07633   0.38000    0.0000   0.55400
 3911568  0.07130   0.19600    1.0330   0.55200
 3911642  0.05672   0.91800    2.0000    1.9540
 3911722  0.06309  0.025000    0.0000   -999.90
 3911816  0.07667   0.27200    2.1110   0.26300
 3911915  0.07181   0.28200    0.0000   0.36200
 3911984  0.05595    4.7200    8.0000    2.1740
 3912042  0.07074   0.63600    0.0000   0.77400
 3912185  0.05650    2.2360    6.0000    2.5770
 3912196  0.05470    2.2180    6.0000   0.71500
 3912252  0.07712   0.22600    1.1540  0.047000
 3913144  0.07574   0.13700    0.0000   0.18900
 3913703  0.05627  0.035000    0.0000   0.72400
 3913730  0.05675   0.17600    0.0000   0.54300
 3913968  0.05655   0.73400    0.0000   0.97100
   30255  0.07572    8.0710    2.0000   -999.90
   30327  0.07902   0.44300    0.0000    1.9800
   30361  0.07798    5.9670    16.000    2.8970
   30362  0.07934    13.092    17.143    3.8760
   30365  0.07931    12.842    15.000    3.6920
   30366  0.07903    22.940    17.000    3.7490
   30367  0.07785    27.643    16.000    2.0820
   30368  0.07894    25.617    17.067    4.0890
   30374  0.07919    37.479    18.000    4.1480
   30375  0.07947    16.183    16.000    3.4770
   30379  0.07880    7.0480    15.000    4.4480
   30380  0.07926    5.8010    16.071    4.5100
   30382  0.05416   0.17400    1.1180   0.34400
   30385  0.07817    3.5940    15.000    3.7910
  690009  0.07955    6.4570    15.000    3.9280
   30391  0.07646    23.318    13.000   0.11700
   30393  0.07898    24.500    17.067    3.8080
   30392  0.07778    19.688    16.000    2.3440
   30395  0.05411   0.17800    1.0000   0.33300
   30408  0.07764    6.9000    15.000    2.4370
   30410  0.07755    7.2070    15.000    1.9780
   30420  0.07907   0.91700    2.1600    4.3740
   30419  0.07915    1.8360    6.0000    4.1060
   30425  0.07890    1.1830    2.1600    4.2650
   30426  0.07968    1.3220    3.2400    2.7980
   30430  0.07031  0.010000    0.0000   0.12700
   30438  0.07922    3.6210    8.0000    3.0710
   30448  0.07906    1.8000    6.4800    3.9950
   30450  0.07824    6.3050    9.0000    2.3550
   30444  0.07706    10.218    8.0000   0.27900
   30452  0.07903    8.4840    9.0000    3.2920
   30456  0.07862    1.6110    3.2400    3.2590
   30466  0.07894    19.964    8.0000    2.8700
   30467  0.07868    22.557    8.0000    2.6340
   30468  0.07911    18.973    8.3330    3.0290
   30469  0.07771    37.748    9.3750   0.61300
   30473  0.07722    37.179    9.3750   0.36000
   30474  0.07745    10.199    9.3750   0.65900
   30475  0.07926    9.3640    9.3750    2.7240
  690116  0.07993    8.5500    10.417    1.3460
   30470  0.07913    26.128    9.3750    3.0170
   30471  0.07954    26.834    9.3750    2.4650
   30482  0.07025  0.066000    0.0000   0.15100
   30500  0.05233   0.19200    1.0000  0.061000
   30577  0.07959    9.1350    8.5330    2.4450
   30597  0.05220   0.20100    0.0000  0.099000
   30617  0.07959    17.479    8.0000    2.3070
   30618  0.07016  0.048000    0.0000  0.078000
   30615  0.07995    12.781    8.7270    2.6960
   30619  0.07874    11.115    8.5710    1.1580
   30621  0.07910    5.1590    7.5000    1.7730
   30643  0.07920    4.9150    8.5710    2.7510
  690146  0.07909    5.1220    9.6430    2.1240
   30664  0.05033   0.16100    0.0000  0.046000
   30671  0.07941    1.4970    4.2670    2.7840
   30690  0.07080  0.044000    0.0000  0.061000
   30731  0.05240  0.087000    0.0000  0.050000
   30776  0.07945    2.6110    6.0000    1.4130
   30807  0.07910    1.3630    3.0000    1.3220
   30819  0.07947   0.61200    1.0380    1.3770
   30831  0.07906   0.64800    1.0380    1.0490
   30834  0.07916   0.71000    4.0000    1.2230
   31046  0.06214   0.10300    1.0000   0.18300
   31059  0.07834   0.16500    1.0000   0.58200
   31069  0.07871   0.21100    1.0360   0.52300
   31128  0.06521   0.15800    0.0000   0.56100
   31150  0.06528   0.19700    1.0000   0.66400
   31161  0.07851   0.45200    0.0000   0.73100
   31198  0.06579   0.16200    0.0000   0.51700
   31274  0.06584   0.21400    0.0000   0.52100
   31288  0.07789   0.17700    1.0000   0.51300
   31317  0.06535   0.15900    0.0000   0.34200
   31358  0.07746   0.22400    0.0000   0.28200
   31377  0.05349  0.060000    0.0000   0.32200
   31450  0.06158  0.026000    0.0000   0.14300
   31497  0.07787   0.27700    3.0000   0.28000
   31499  0.07564   0.65700    3.4290   0.45600
   31507  0.07563   0.62800    4.0000   0.66200
   31508  0.07569    1.2710    3.0000   0.65100
   31538  0.07536   0.71100    3.0000   0.60300
   31662  0.06166  0.067000    0.0000  0.053000
   31670  0.06166  0.078000    0.0000  0.081000
   31741  0.07262  0.060000    0.0000  0.086000
   31760  0.07964   0.18700    0.0000   0.20800
   31873  0.05232  0.095000    1.0000   0.44000
   31890  0.06441   0.16000    1.0530   0.39600
   31939  0.06075  0.056000    1.0000   0.19200
   31941  0.06412   0.24200    2.0000   0.46000
   32019  0.06441  0.070000    0.0000  0.068000
   32017  0.07913   0.22500    0.0000  0.081000
   32035  0.06491  0.057000    1.0560   0.14600
   32032  0.06450  0.078000    1.0560   0.28800
   32043  0.07986   0.25900    2.1110   0.34100
   32045  0.07971   0.28900    2.1110   0.32700
   32071  0.07707   0.15100    0.0000   0.21900
   32148  0.07155   0.16000    2.0000   0.71300
   32173  0.07544   0.40400    0.0000   0.16600
   32200  0.07696   0.78000    2.2860    1.3320
   32202  0.07689   0.54800    1.0000   0.94500
   32203  0.07646   0.74700    2.1330    1.4070
   32219  0.07792   0.93600    4.0000   0.13100
   32222  0.07728   0.81700    2.0000   0.91000
   32261  0.07802   0.82300    3.0000  0.089000
   32314  0.07264   0.56000    2.0000    1.1110
   32325  0.07138   0.43500    2.0000    1.5320
   32334  0.07135   0.47500    0.0000    1.6190
   32335  0.07149   0.48100    1.0000    1.7980
   32336  0.07121   0.48100    1.0000    1.8180
   32339  0.07202   0.49800    1.0000    1.0320
   32347  0.07921   0.26900    0.0000 0.0080000
   32353  0.07225   0.63800    1.0000    1.0820
   32355  0.06402  0.032000    0.0000   0.17800
   32379  0.07125   0.64800    2.0000    1.7590
   32377  0.07920   0.21600    1.0000   0.19200
   32401  0.07114   0.71700    1.0000    1.2510
   32434  0.07101   0.64400    2.0000    1.2680
   32440  0.07222   0.34400    1.0000   0.38300
   32542  0.07297   0.30400    3.2000   0.65500
   32573  0.07921  0.023000    0.0000  0.014000
   32588  0.06853   0.16900    0.0000  0.064000
   32674  0.06762   0.13100    0.0000   -999.90
   32676  0.05054   0.17200    0.0000   -999.90
   32672  0.06305   0.11600    0.0000   -999.90
   32691  0.07394   0.10700    0.0000   -999.90
   36850  0.05140    10.428    2.0000   -999.90
   36855  0.05508    2.4630    2.0000   -999.90
   36861  0.05631   0.51100    4.0000   -999.90
   36864  0.05636   0.49400    4.0000   -999.90
   36867  0.05433    2.3770    7.0000   -999.90
   36915  0.05513   0.43800    3.0000    2.0100
   36954  0.07711   0.15400    1.0000   0.35300
   36956  0.05553   0.36100    2.0000   0.78800
   36958  0.07761   0.15600    1.0000   0.76600
   36981  0.05144   0.69300    0.0000   0.43300
   36997  0.05060    3.4570    6.4290    1.5380
   37051  0.05323   0.71500    2.2670   0.67500
   37063  0.05637    1.4740    4.0000    2.9530
   37064  0.05604    1.8840    5.0000    2.8190
   38941  0.07807    800.53    1.0000   -999.90
   39051  0.07994   0.38500    0.0000   0.55800
   39047  0.07866   0.58800    0.0000    1.9220
   39056  0.07950   0.76000    2.1330    2.0860
   39059  0.05396   0.19900    1.0670   0.29000
   39060  0.06176  0.095000    0.0000   0.34700
   39080  0.06177   0.11500    0.0000   0.40800
   39123  0.07012 0.0070000    0.0000  0.017000
   39134  0.07857   0.22000    1.0000   0.95100
   39145  0.05149   0.16000    0.0000   0.21300
   39148  0.05598 0.0090000    0.0000 0.0030000
   39179  0.05170   0.21500    2.0000   0.39300
   39180  0.05703  0.065000    0.0000  0.026000
   39232  0.07901   0.26600    2.0000   0.39800
   39322  0.05012   0.13300    1.0000  0.066000
   39396  0.07982   0.65300    3.0000    1.9580
   39391  0.07946   0.56500    0.0000    1.1300
   39399  0.07874   0.57300    2.1110   0.78200
   39406  0.07989   0.57200    3.0000    1.9860
   39409  0.07924   0.79500    3.0000    1.6170
   39411  0.07948   0.77300    2.0000    1.4950
   39460  0.07960    3.0020    8.0000    1.7610
   39472  0.07988    2.5670    5.3330    1.5720
   39474  0.07943    1.6630    4.2670    1.4660
   39503  0.07792    48.317    6.4290   0.14700
   39582  0.07827   0.26400    0.0000   0.33000
   39606  0.06117   0.18000    1.0000   0.38000
   39655  0.07804   0.36400    2.0000   0.86300
   39669  0.07823   0.28200    1.0000   0.86000
   39820  0.05267  0.036000    0.0000   0.25300
   39821  0.05287  0.035000    0.0000   0.23500
   39848  0.05243  0.041000    0.0000   0.23100
   39893  0.06523   0.63100    2.0000   0.71200
   39917  0.06498    1.4500    4.0000   0.83700
   39921  0.06584   0.95200    1.0000   0.94400
   39947  0.06545    1.2020    4.0000    1.2820
   39942  0.07911   0.13900    1.0670   0.13800
   39968  0.07039  0.021000    0.0000   -999.90
   40037  0.07728   0.23300    1.0000   0.35100
   40094  0.07685   0.22900    0.0000   0.19200
   40141  0.06548  0.072000    0.0000  0.099000
   40236  0.07800   0.42200    0.0000   0.77500
   40280  0.07922   0.25000    2.0000   0.23400
   40303  0.07804   0.15100    1.0000   0.45300
   40386  0.06603  0.094000    0.0000   -999.90
   40392  0.07955   0.14000    0.0000   0.15200
   40419  0.07884   0.17800    0.0000   0.27200
   40424  0.07590  0.098000    1.0000  0.010000
   40430  0.07344  0.046000    0.0000   -999.90
   40434  0.07910   0.18300    1.0710   0.51000
   40490  0.07931   0.30300    2.1050   0.67600
   40491  0.07852   0.29200    2.1050   0.21100
   40492  0.07951   0.28600    2.0000   0.60000
   40502  0.07889   0.45200    3.1580   0.84300
   40503  0.07796   0.41400    3.0000   0.12400
   40505  0.07906   0.50100    3.0000   0.86100
   40517  0.07812   0.50900    0.0000   0.15000
   40586  0.06402   0.47700    0.0000   0.78500
   40663  0.05166   0.10900    1.0000   0.49900
   40698  0.06148   0.28000    0.0000   0.24600
   40705  0.07070  0.073000    0.0000   -999.90
   40710  0.07612   0.23000    0.0000   0.11600
   40766  0.07983   0.34400    0.0000   0.70900
   40767  0.07370   0.59400    2.0000   0.54000
  691143  0.07328   0.68100    3.0000   0.76800
   40781  0.07240   0.71700    3.2500   0.10300
   40782  0.07115   0.61700    3.2500   0.13000
   40784  0.07354   0.70300    3.2500   0.83600
   40799  0.07348   0.50300    3.0000   0.61400
  691149  0.07250   0.34600    3.0000   0.17500
   40832  0.07982   0.44700    2.0000   0.68000
   40834  0.07988   0.77200    1.0000   0.42000
   40870  0.07916   0.45100    1.0000   0.15400
   40872  0.05155  0.059000    0.0000   0.10000
   40871  0.05203  0.058000    0.0000  0.078000
   41014  0.07150    1.1590    0.0000    1.6670
   41024  0.07134   0.84400    1.0430    1.4460
   41034  0.07233    1.8960    6.0000    2.1530
   41036  0.07649   0.81600    3.1300    1.6300
   41048  0.07256    2.7280    7.0000    1.7580
   41051  0.07049    4.4340    7.9330   0.50300
   41054  0.06263  0.032000    0.0000  0.013000
   41055  0.07318    7.9740    8.0000   0.87100
   41059  0.07206    4.3210    13.000    2.3820
  691327  0.07428    3.0670    11.000  0.051000
   41060  0.07212    4.4250    13.000    2.5620
   41062  0.07346    7.7460    11.786   0.75400
   41080  0.07571   0.72500    3.0000   0.31800
   41086  0.07258    6.3240    10.200    2.4540
   41104  0.07260    4.6290    8.0000    1.8730
   41102  0.07246    8.0870    10.625    2.5340
   41125  0.07172    5.9810    13.929    3.2180
   41128  0.07052    11.156    12.750    1.0730
   41137  0.07165    2.5490    6.0000    2.5000
   41140  0.07286    2.3870    6.0000    1.9400
   41160  0.07263    2.2500    6.0000    2.1590
   41235  0.07265   0.78000    3.1870    1.1270
   41274  0.07399   0.21800    1.0000   0.48100
   41276  0.07332   0.33500    1.0000   0.35800
   41281  0.06330  0.026000    0.0000  0.029000
   41368  0.07432  0.058000    0.0000   0.20800
   47157  0.07531    27.348    0.0000   -999.90
   47177  0.07712    1.4740    0.0000   -999.90
   47188  0.07085   0.59300    1.0000   -999.90
   47203  0.05446   0.50700    4.0000   -999.90
   47205  0.07127   0.21300    0.0000   -999.90
   47228  0.05464    2.3370    9.5620   -999.90
   47246  0.05271    2.3130    5.0000   -999.90
   47251  0.05506    3.6410    11.000   -999.90
   47254  0.05568    3.6310    8.0000    1.1450
   47257  0.05449    2.8960    6.0000    1.4570
   47258  0.05291    3.1810    9.0000   0.67500
   47259  0.07103  0.041000    0.0000   0.29300
   47269  0.05515    3.5940    9.0000    1.3510
   47276  0.05616    2.6100    6.0000   0.58500
   47277  0.05572    2.0030    8.0000   -999.90
   47281  0.05307    4.2270    10.000   -999.90
   47290  0.05309    5.0380    7.0000    1.3970
   47293  0.05345    2.6150    5.0000    1.2710
   47295  0.05345    3.7510    6.2500    1.6860
   47301  0.05592    2.2410    7.3680    1.4330
   47312  0.05651    3.0530    5.2630   0.54800
   47325  0.07098   0.11900    1.0000   0.33200
   47359  0.07154   0.12700    1.0000   0.28900
   47374  0.08000  0.090000    0.0000  0.072000
   47376  0.05484   0.61300    1.0000    1.6870
   47464  0.05533   0.30700    1.0620    1.2200
   47505  0.07095   0.26500    2.1250   0.66000
   47507  0.07108  0.096000    1.0000   0.41200
   47536  0.07458  0.072000    0.0000 0.0030000
   47558  0.07101   0.11800    1.0000   0.49500
   47654  0.07249  0.066000    0.0000 0.0020000
   47670  0.07267   0.18700    1.0000   0.19300
   47780  0.05016   0.40200    2.1430   0.70400
   47808  0.05204   0.48100    1.0000   0.64200
   47862  0.05081   0.39600    2.0000   0.82100
   47966  0.05193   0.78200    0.0000    1.0980
   48004  0.05524    1.7760    5.0000   0.96600
   48010  0.05582   0.55000    4.0000    1.3190
   48013  0.07336  0.083000    0.0000  0.063000
   48014  0.07330   0.12000    1.0000   0.27300
   48016  0.05136   0.77400    2.0000   0.33800
   48026  0.05516    2.9220    5.0000   0.90100
   48034  0.05112   0.95900    3.0000   0.50000
   48036  0.05569    1.2520    4.0000    1.4830
   48039  0.07284   0.13100    1.0000   0.12200
   48040  0.05579   0.87200    3.0000    1.3320
   48045  0.07561   0.11400    1.0000   0.18500
   48046  0.07571   0.11400    0.0000   0.18400
   48050  0.05184   0.67000    3.2140   0.71500
   48051  0.05528    1.0530    4.2860    1.1380
   48063  0.07297   0.16700    1.0590   0.21400
   48087  0.07451   0.20500    1.0000   0.38400
   48099  0.05342   0.58000    1.0000   0.61000
   48107  0.07533   0.29500    1.0710   0.10100
   48118  0.05393   0.90300    3.0000   0.68700
   48121  0.05387   0.73600    3.0000   0.80200
   48122  0.05166   0.70600    2.1430   0.64200
   48125  0.07571   0.25900    1.0000  0.077000
   48143  0.05309   0.66700    3.0000   0.76700
   48146  0.05133   0.33100    1.0000   0.18300
   48164  0.05283   0.72300    2.0000   0.58900
   48223  0.07477   0.35300    1.0400   0.37400
   48281  0.05087   0.30200    0.0000   0.12800
   48312  0.05097   0.22700    0.0000   0.10100
   48328  0.07376   0.53600    1.0000    1.2680
   48329  0.07374   0.82200    3.0000    1.4880
   48330  0.07378   0.60700    3.0000    1.3090
   48382  0.07423    1.0110    4.0000    1.3400
   48378  0.07403    1.1640    3.1760    1.5470
   48433  0.07340   0.53700    2.0830   0.77700
   48475  0.07431   0.28600    0.0000   0.79500
   48542  0.07429   0.28000    0.0000   0.73300
   48578  0.07444   0.18100    0.0000   0.25800
   48662  0.07320  0.090000    0.0000   0.25600
